ell,model_1,model_2,model_3,model_4,model_5,model_6,model_7,model_8,model_9,model_10
2238,1.84817692234E-11,1.897289151871E-11,1.501485127641E-11,1.546438782367E-11,1.762112463295E-11,1.684413249543E-11,2.409444776159E-11,1.768667749283E-11,1.458882186025E-11,1.772248559981E-11
2239,1.842231524641E-11,1.890337287606E-11,1.497860957058E-11,1.543599013021E-11,1.75964983121E-11,1.680118455859E-11,2.399575572141E-11,1.762554772868E-11,1.457884180945E-11,1.766247974731E-11
2240,1.836357255978E-11,1.88346664287E-11,1.494301119637E-11,1.54081423327E-11,1.757235489049E-11,1.675894007998E-11,2.389702987424E-11,1.756526323974E-11,1.456888313574E-11,1.760318743105E-11
2241,1.830554648112E-11,1.876677621034E-11,1.490805438224E-11,1.538083878358E-11,1.754868356231E-11,1.671739459598E-11,2.379829095355E-11,1.750582890826E-11,1.455893605008E-11,1.754461045857E-11
2242,1.824824234135E-11,1.869970626257E-11,1.487373734529E-11,1.535407381087E-11,1.752547347946E-11,1.667654362156E-11,2.36995597661E-11,1.744724962727E-11,1.454899072818E-11,1.748675063817E-11
2243,1.819166397673E-11,1.863346063486E-11,1.48400573039E-11,1.532784116446E-11,1.750271375143E-11,1.663638265023E-11,2.36008562669E-11,1.738953030055E-11,1.453903731044E-11,1.742960977889E-11
2244,1.813580919433E-11,1.856804338461E-11,1.480700750841E-11,1.530213235111E-11,1.748039344528E-11,1.659690715404E-11,2.350219677716E-11,1.733267584267E-11,1.452906590194E-11,1.737318969048E-11
2245,1.808067427699E-11,1.850345857711E-11,1.4774580191E-11,1.527693828856E-11,1.745850158561E-11,1.655811258352E-11,2.340359674831E-11,1.7276691179E-11,1.451906657239E-11,1.731749218345E-11
2246,1.802625548857E-11,1.843971028557E-11,1.474276755129E-11,1.52522498581E-11,1.743702715447E-11,1.651999436766E-11,2.330507168561E-11,1.722158124569E-11,1.450902935608E-11,1.726251906903E-11
2247,1.797254907394E-11,1.837680259112E-11,1.471156175635E-11,1.522805790463E-11,1.741595909135E-11,1.648254791392E-11,2.320663714814E-11,1.716735098969E-11,1.449894425186E-11,1.720827215919E-11
2248,1.791955125892E-11,1.831473958284E-11,1.46809549406E-11,1.520435323652E-11,1.739528629312E-11,1.644576860816E-11,2.310830874891E-11,1.711400536879E-11,1.448880122308E-11,1.715475326662E-11
2249,1.786725825029E-11,1.82535253577E-11,1.465093920584E-11,1.518112662563E-11,1.737499761396E-11,1.640965181463E-11,2.30101021549E-11,1.70615493516E-11,1.447859019756E-11,1.710196420475E-11
2250,1.781566623573E-11,1.819316402066E-11,1.462150662116E-11,1.515836880725E-11,1.735508186533E-11,1.637419287595E-11,2.291203308712E-11,1.700998791755E-11,1.446830106757E-11,1.704990678772E-11
2251,1.776477138386E-11,1.813365968459E-11,1.459264922291E-11,1.513607048004E-11,1.733552781595E-11,1.633938711308E-11,2.281411732068E-11,1.695932415667E-11,1.445792368975E-11,1.699858283042E-11
2252,1.771456984413E-11,1.807501647033E-11,1.456435901468E-11,1.511422230603E-11,1.731632419167E-11,1.63052298253E-11,2.271637068484E-11,1.690955355531E-11,1.444744788509E-11,1.694799414844E-11
2253,1.766505774687E-11,1.801723850668E-11,1.453662796726E-11,1.509281491051E-11,1.729745967551E-11,1.627171629016E-11,2.261880906304E-11,1.686066967323E-11,1.443686343892E-11,1.689814255811E-11
2254,1.761623120324E-11,1.796032993039E-11,1.450944801858E-11,1.507183888209E-11,1.727892290757E-11,1.623884176349E-11,2.252144839304E-11,1.681266604049E-11,1.44261601008E-11,1.684902987647E-11
2255,1.75680863052E-11,1.79042948862E-11,1.44828110737E-11,1.505128477253E-11,1.726070248497E-11,1.620660147935E-11,2.24243046669E-11,1.676553615742E-11,1.441532758457E-11,1.680065792129E-11
2256,1.752061912547E-11,1.784913752683E-11,1.445670900474E-11,1.503114309683E-11,1.724278696183E-11,1.617499064998E-11,2.232739393106E-11,1.671927349456E-11,1.440435556823E-11,1.675302851105E-11
2257,1.747382571758E-11,1.779486201296E-11,1.443113365089E-11,1.501140433308E-11,1.722516484919E-11,1.614400446586E-11,2.223073228642E-11,1.667387149261E-11,1.439323369395E-11,1.670614346494E-11
2258,1.742770211575E-11,1.774147251328E-11,1.44060768183E-11,1.499205892247E-11,1.720782461501E-11,1.611363809558E-11,2.213433588839E-11,1.662932356246E-11,1.438195156801E-11,1.66600046029E-11
2259,1.738224433492E-11,1.768897320447E-11,1.438153028013E-11,1.497309726925E-11,1.719075468405E-11,1.608388668589E-11,2.203822094693E-11,1.658562308507E-11,1.437049876078E-11,1.661461374554E-11
2260,1.733744837075E-11,1.763736648262E-11,1.435748577643E-11,1.495450974069E-11,1.717394378898E-11,1.605474460047E-11,2.194240372664E-11,1.654276341149E-11,1.435886599852E-11,1.656997132546E-11
2261,1.729331019952E-11,1.758664758468E-11,1.433393501415E-11,1.493628666698E-11,1.7157382026E-11,1.602620313118E-11,2.18469005468E-11,1.650073786284E-11,1.434704874753E-11,1.652607221118E-11
2262,1.72498257782E-11,1.753680993218E-11,1.431086966709E-11,1.491841834128E-11,1.714105980594E-11,1.599825277195E-11,2.175172778142E-11,1.645953973019E-11,1.433504365313E-11,1.648290985612E-11
2263,1.720699104433E-11,1.748784691664E-11,1.428828137588E-11,1.49008950196E-11,1.712496750373E-11,1.597088397853E-11,2.165690185934E-11,1.641916227462E-11,1.432284734994E-11,1.644047768486E-11
2264,1.716480191608E-11,1.743975189949E-11,1.426616174788E-11,1.488370692081E-11,1.710909545838E-11,1.594408716848E-11,2.156243926423E-11,1.637959872712E-11,1.431045646184E-11,1.639876909313E-11
2265,1.712325429218E-11,1.739251821208E-11,1.424450235723E-11,1.486684422657E-11,1.709343397294E-11,1.59178527211E-11,2.146835653469E-11,1.634084228861E-11,1.429786760193E-11,1.635777744775E-11
2266,1.708234405192E-11,1.734613915563E-11,1.422329474474E-11,1.485029708129E-11,1.707797331444E-11,1.589217097741E-11,2.137467026432E-11,1.630288612983E-11,1.428507737259E-11,1.63174960866E-11
2267,1.704206705509E-11,1.730060800118E-11,1.420253041789E-11,1.48340555921E-11,1.706270371387E-11,1.586703224008E-11,2.128139710174E-11,1.626572339139E-11,1.427208236538E-11,1.627791831861E-11
2268,1.7002419142E-11,1.725591798957E-11,1.418220085078E-11,1.481810982879E-11,1.704761536613E-11,1.584242677339E-11,2.118855375067E-11,1.622934718364E-11,1.425887916112E-11,1.623903742369E-11
2269,1.696339613345E-11,1.72120623314E-11,1.416229748409E-11,1.48024498238E-11,1.703269842998E-11,1.581834480319E-11,2.109615696999E-11,1.619375058674E-11,1.424546432979E-11,1.620084665272E-11
2270,1.692499383067E-11,1.716903420701E-11,1.414281172505E-11,1.478706557213E-11,1.701794302804E-11,1.579477651689E-11,2.100422357379E-11,1.615892665054E-11,1.42318344306E-11,1.616333922752E-11
2271,1.688720801533E-11,1.71268267664E-11,1.412373494738E-11,1.477194703134E-11,1.700333924669E-11,1.577171206334E-11,2.091277043146E-11,1.612486839456E-11,1.42179860119E-11,1.612650834077E-11
2272,1.685003444952E-11,1.708543312924E-11,1.410505849129E-11,1.47570841215E-11,1.698887713608E-11,1.574914155287E-11,2.082181446769E-11,1.609156880801E-11,1.420391561124E-11,1.609034715606E-11
2273,1.68134688757E-11,1.704484638482E-11,1.408677366342E-11,1.474246672511E-11,1.697454671005E-11,1.572705505719E-11,2.073137266259E-11,1.605902084969E-11,1.418961975532E-11,1.605484880777E-11
2274,1.67775070167E-11,1.7005059592E-11,1.406887173679E-11,1.472808468713E-11,1.696033794613E-11,1.570544260936E-11,2.064146205173E-11,1.602721744796E-11,1.417509495997E-11,1.602000640108E-11
2275,1.67421445757E-11,1.69660657792E-11,1.405134395077E-11,1.471392781487E-11,1.694624078546E-11,1.568429420376E-11,2.055209972615E-11,1.599615150076E-11,1.416033773018E-11,1.598581301195E-11
2276,1.670737723616E-11,1.692785794433E-11,1.403418151107E-11,1.469998587797E-11,1.693224513279E-11,1.566359979603E-11,2.046330283252E-11,1.596581587551E-11,1.414534456004E-11,1.595226168704E-11
2277,1.667320066187E-11,1.68904290548E-11,1.401737558965E-11,1.468624860838E-11,1.691834085639E-11,1.564334930302E-11,2.037508857309E-11,1.59362034091E-11,1.413011193275E-11,1.591934544372E-11
2278,1.663961049686E-11,1.685377204743E-11,1.400091732473E-11,1.467270570028E-11,1.690451778807E-11,1.562353260278E-11,2.028747420584E-11,1.590730690788E-11,1.411463632063E-11,1.588705726999E-11
2279,1.660660236542E-11,1.681787982845E-11,1.398479782074E-11,1.465934681009E-11,1.689076572307E-11,1.560413953448E-11,2.020047704447E-11,1.587911914757E-11,1.409891418508E-11,1.58553901245E-11
2280,1.657417187206E-11,1.678274527348E-11,1.396900814823E-11,1.464616155635E-11,1.68770744201E-11,1.558515989839E-11,2.011411445851E-11,1.585163287328E-11,1.408294197655E-11,1.582433693649E-11
2281,1.654231460149E-11,1.674836122745E-11,1.395353934393E-11,1.463313951977E-11,1.686343360121E-11,1.556658345581E-11,2.002840387335E-11,1.582484079942E-11,1.406671613461E-11,1.579389060573E-11
2282,1.651102543926E-11,1.671472050459E-11,1.393838245563E-11,1.462027071026E-11,1.684983295184E-11,1.554839992906E-11,1.994336079543E-11,1.579873560972E-11,1.405023308782E-11,1.576404400253E-11
2283,1.648029652906E-11,1.668181588837E-11,1.392352867755E-11,1.46075469716E-11,1.683626212069E-11,1.55305990014E-11,1.985899287385E-11,1.577330995716E-11,1.403348925383E-11,1.573478996769E-11
2284,1.645011930227E-11,1.664964013153E-11,1.390896921579E-11,1.459496058573E-11,1.682271071977E-11,1.551317031702E-11,1.977530580075E-11,1.574855646392E-11,1.401648103931E-11,1.570612131244E-11
2285,1.642048515606E-11,1.661818595594E-11,1.389469524336E-11,1.458250380641E-11,1.680916832429E-11,1.549610348097E-11,1.969230528281E-11,1.572446772141E-11,1.399920483993E-11,1.567803081846E-11
2286,1.639138545336E-11,1.658744605268E-11,1.388069790018E-11,1.457016885913E-11,1.679562447263E-11,1.547938805914E-11,1.96099970412E-11,1.570103629014E-11,1.398165704038E-11,1.565051123778E-11
2287,1.636281152283E-11,1.65574130819E-11,1.3866968293E-11,1.455794794112E-11,1.678206866635E-11,1.546301357819E-11,1.952838681164E-11,1.567825469978E-11,1.396383401436E-11,1.562355529282E-11
2288,1.633475465878E-11,1.652807967286E-11,1.385349749538E-11,1.454583322134E-11,1.676849037009E-11,1.544696952551E-11,1.944748034436E-11,1.565611544904E-11,1.394573212453E-11,1.559715567628E-11
2289,1.630720612117E-11,1.649943842385E-11,1.384027654766E-11,1.453381684039E-11,1.675487901156E-11,1.543124534922E-11,1.936728340418E-11,1.563461100571E-11,1.392734772254E-11,1.557130505117E-11
2290,1.628015713557E-11,1.647148190217E-11,1.382729645692E-11,1.452189091053E-11,1.674122398147E-11,1.541583045805E-11,1.928780177048E-11,1.561373380657E-11,1.3908677149E-11,1.554599605072E-11
2291,1.62535988931E-11,1.64442026441E-11,1.381454819693E-11,1.451004751561E-11,1.672751463356E-11,1.540071422136E-11,1.920904123721E-11,1.559347559726E-11,1.388971673347E-11,1.552122127841E-11
2292,1.622752255039E-11,1.641759315485E-11,1.380202270813E-11,1.449827871107E-11,1.671374028446E-11,1.538588596907E-11,1.913100761293E-11,1.557382544739E-11,1.387046279443E-11,1.549697330788E-11
2293,1.620191922957E-11,1.639164590854E-11,1.378971089757E-11,1.44865765239E-11,1.669989021374E-11,1.537133499162E-11,1.905370672082E-11,1.555477172264E-11,1.385091163932E-11,1.54732446829E-11
2294,1.61767800182E-11,1.636635334815E-11,1.377760363891E-11,1.447493295259E-11,1.668595366381E-11,1.535705053992E-11,1.897714439866E-11,1.553630274375E-11,1.383105956448E-11,1.54500279174E-11
2295,1.615209596925E-11,1.63417078855E-11,1.376569177234E-11,1.446333996713E-11,1.667191983991E-11,1.534302182532E-11,1.89013264989E-11,1.551840678639E-11,1.381090285514E-11,1.542731549533E-11
2296,1.612785810104E-11,1.631770190118E-11,1.375396610458E-11,1.445178950894E-11,1.665777791004E-11,1.532923801954E-11,1.882625888862E-11,1.550107208117E-11,1.379043778545E-11,1.540509987074E-11
2297,1.610405739725E-11,1.629432774457E-11,1.374241740882E-11,1.444027349088E-11,1.664351700497E-11,1.531568825467E-11,1.875194744957E-11,1.548428681354E-11,1.376966061843E-11,1.538337346765E-11
2298,1.608068480681E-11,1.627157773376E-11,1.373103642469E-11,1.44287837972E-11,1.662912621815E-11,1.530236162308E-11,1.867839807818E-11,1.546803912378E-11,1.374856760596E-11,1.536212868007E-11
2299,1.605773124392E-11,1.624944356021E-11,1.371981385822E-11,1.441731228348E-11,1.661459575169E-11,1.528924756244E-11,1.860561668559E-11,1.545231710691E-11,1.372715609258E-11,1.53413575508E-11
2300,1.603518758797E-11,1.622791449867E-11,1.370874038182E-11,1.440585077667E-11,1.659992036224E-11,1.527633701348E-11,1.853360919763E-11,1.543710881269E-11,1.370542783455E-11,1.532105080567E-11
2301,1.601304468353E-11,1.620697918582E-11,1.36978066342E-11,1.439439107498E-11,1.6585095937E-11,1.526362126952E-11,1.846238155485E-11,1.542240224552E-11,1.368338570186E-11,1.530119881309E-11
2302,1.599129334031E-11,1.618662621445E-11,1.368700322039E-11,1.43829249479E-11,1.657011834964E-11,1.525109159205E-11,1.839193971254E-11,1.54081853644E-11,1.366103257643E-11,1.528179190459E-11
2303,1.59699243331E-11,1.616684413343E-11,1.367632071167E-11,1.437144413615E-11,1.655498346034E-11,1.523873921071E-11,1.832228964075E-11,1.539444608292E-11,1.363837135211E-11,1.526282037477E-11
2304,1.594892840174E-11,1.614762144769E-11,1.366574964552E-11,1.435994035165E-11,1.653968711572E-11,1.522655532322E-11,1.825343732427E-11,1.538117226915E-11,1.361540493465E-11,1.524427448128E-11
2305,1.592829625109E-11,1.61289466181E-11,1.365528052561E-11,1.434840527749E-11,1.65242251489E-11,1.52145310954E-11,1.818538876269E-11,1.536835174562E-11,1.359213624176E-11,1.522614444479E-11
2306,1.590801855098E-11,1.611080806152E-11,1.364490382176E-11,1.43368305679E-11,1.650859337941E-11,1.520265766109E-11,1.811814997038E-11,1.53559722893E-11,1.356856820312E-11,1.52084204489E-11
2307,1.588808593617E-11,1.609319415064E-11,1.363460996989E-11,1.432520784821E-11,1.649278761321E-11,1.519092612212E-11,1.805172697649E-11,1.534402163147E-11,1.354470376037E-11,1.519109264014E-11
2308,1.586848900633E-11,1.607609321403E-11,1.362438937199E-11,1.431352871484E-11,1.64768036427E-11,1.517932754831E-11,1.798612582504E-11,1.533248745773E-11,1.352054586714E-11,1.517415112792E-11
2309,1.584921832599E-11,1.605949353603E-11,1.361423239609E-11,1.430178473525E-11,1.646063724665E-11,1.516785297739E-11,1.792135257483E-11,1.532135740796E-11,1.349609748906E-11,1.515758598448E-11
2310,1.583026442447E-11,1.60433833567E-11,1.36041293762E-11,1.42899674479E-11,1.644428419022E-11,1.515649341499E-11,1.785741329953E-11,1.531061907621E-11,1.347136160377E-11,1.514138724486E-11
2311,1.58116177959E-11,1.602775087183E-11,1.359407061229E-11,1.427806836225E-11,1.642774022497E-11,1.51452398346E-11,1.779431408767E-11,1.530026001071E-11,1.344634120094E-11,1.512554490685E-11
2312,1.579326889913E-11,1.60125842328E-11,1.358404637026E-11,1.42660789587E-11,1.641100108879E-11,1.513408317753E-11,1.773206104263E-11,1.529026771377E-11,1.342103928229E-11,1.511004893095E-11
2313,1.577520815773E-11,1.599787154662E-11,1.35740468819E-11,1.425399068857E-11,1.63940625059E-11,1.512301435288E-11,1.767066028272E-11,1.528062964176E-11,1.339545886158E-11,1.509488924033E-11
2314,1.575742595992E-11,1.598360087583E-11,1.356406234482E-11,1.424179497409E-11,1.637692018688E-11,1.51120242375E-11,1.76101179411E-11,1.527133320506E-11,1.336960296465E-11,1.508005572079E-11
2315,1.573991265853E-11,1.596976023844E-11,1.355408292247E-11,1.42294832083E-11,1.63595698286E-11,1.510110367598E-11,1.755044016588E-11,1.5262365768E-11,1.334347462941E-11,1.506553822072E-11
2316,1.572265857101E-11,1.595633760794E-11,1.354409874406E-11,1.421704675511E-11,1.634200711425E-11,1.509024348056E-11,1.749163312008E-11,1.525371464879E-11,1.331707690586E-11,1.505132655105E-11
2317,1.570565397932E-11,1.594332091317E-11,1.353409990452E-11,1.420447694921E-11,1.632422771327E-11,1.507943443116E-11,1.743370298165E-11,1.524536711951E-11,1.329041285614E-11,1.503741048521E-11
2318,1.568888912994E-11,1.593069803834E-11,1.352407646451E-11,1.419176509603E-11,1.63062272814E-11,1.506866727528E-11,1.737665594353E-11,1.523731040603E-11,1.326348555447E-11,1.502377975911E-11
2319,1.567235423382E-11,1.591845682296E-11,1.351401845033E-11,1.417890247178E-11,1.628800146064E-11,1.505793272802E-11,1.73204982136E-11,1.522953168798E-11,1.323629808725E-11,1.501042407108E-11
2320,1.565603946634E-11,1.590658506177E-11,1.350391585391E-11,1.416588032332E-11,1.626954587919E-11,1.504722147203E-11,1.726523601472E-11,1.522201809867E-11,1.320885355299E-11,1.499733308181E-11
2321,1.563993527857E-11,1.589507050471E-11,1.34937594629E-11,1.415269087985E-11,1.625085615153E-11,1.503652415745E-11,1.721087373353E-11,1.521475672506E-11,1.318115506238E-11,1.498449641435E-11
2322,1.562403333341E-11,1.588390085686E-11,1.348354335673E-11,1.413933039473E-11,1.623192787831E-11,1.502583140189E-11,1.71574083539E-11,1.520773460772E-11,1.315320573829E-11,1.497190365405E-11
2323,1.560832557526E-11,1.587306377841E-11,1.347326242623E-11,1.412579612273E-11,1.621275664641E-11,1.501513379041E-11,1.710483498838E-11,1.520093874074E-11,1.312500871577E-11,1.49595443485E-11
2324,1.559280391926E-11,1.586254688459E-11,1.34629115449E-11,1.411208531019E-11,1.619333802886E-11,1.500442187547E-11,1.705314872622E-11,1.519435607174E-11,1.309656714209E-11,1.494740800751E-11
2325,1.557746025123E-11,1.585233774563E-11,1.345248556889E-11,1.409819519494E-11,1.617366758488E-11,1.49936861769E-11,1.700234463333E-11,1.518797350175E-11,1.306788417672E-11,1.493548410308E-11
2326,1.556228642765E-11,1.584242388671E-11,1.344197933697E-11,1.408412300632E-11,1.615374085986E-11,1.498291718183E-11,1.695241775225E-11,1.518177788522E-11,1.303896299137E-11,1.492376206933E-11
2327,1.554727427563E-11,1.583279278791E-11,1.343138767055E-11,1.406986596518E-11,1.613355338529E-11,1.497210534474E-11,1.690336310216E-11,1.517575602991E-11,1.300980676999E-11,1.491223130247E-11
2328,1.553241559286E-11,1.582343188416E-11,1.34207053736E-11,1.405542128387E-11,1.611310067882E-11,1.496124108733E-11,1.685517567879E-11,1.516989469691E-11,1.298041870879E-11,1.490088116076E-11
2329,1.551770214759E-11,1.581432856519E-11,1.340992723271E-11,1.404078616621E-11,1.609237824419E-11,1.495031479854E-11,1.680785045444E-11,1.516418060052E-11,1.295080201626E-11,1.488970096447E-11
2330,1.55031256786E-11,1.580547017549E-11,1.339904801699E-11,1.40259578075E-11,1.607138157126E-11,1.49393168345E-11,1.676138237795E-11,1.515860040825E-11,1.292095991316E-11,1.487867999585E-11
2331,1.548867789518E-11,1.579684401424E-11,1.33880624781E-11,1.401093339451E-11,1.605010613594E-11,1.49282375185E-11,1.671576637466E-11,1.515314144605E-11,1.289089563255E-11,1.486780749907E-11
2332,1.547435047706E-11,1.578843733529E-11,1.337696535025E-11,1.399571010546E-11,1.602854740024E-11,1.491706714094E-11,1.667099734637E-11,1.514779381903E-11,1.286061241981E-11,1.485707268016E-11
2333,1.546013507441E-11,1.578023734708E-11,1.33657513501E-11,1.398028511002E-11,1.600670081222E-11,1.490579595932E-11,1.662707017134E-11,1.514254830397E-11,1.283011353266E-11,1.484646470704E-11
2334,1.544602330781E-11,1.577223121261E-11,1.335441517685E-11,1.39646555693E-11,1.598456180594E-11,1.489441419818E-11,1.658397970424E-11,1.513739564517E-11,1.279940224112E-11,1.483597270938E-11
2335,1.543200676819E-11,1.576440604938E-11,1.334295151212E-11,1.394881863586E-11,1.596212580155E-11,1.488291204908E-11,1.654172077614E-11,1.513232655445E-11,1.276848182761E-11,1.482558577866E-11
